master_individual_id,swid,customer_id,email_address,marketing_effort_key,template_key,title,first_name,middle_initial,last_name,gender,birthday,geography_key,age,facebook_connect_flg,employee_flg,registration_date,registration_affiliate_name,marketing_effort_code_key,registration_flg,affluence,affluent_suburbia,numzip,tenure,postal_code,country,state_province,state_abbreviation,city,dma_code,dma_name,msa_name,age_range,ethnic_code,ethnic_group,ethnic_group_cd,household_income,aerobic_exercise_ind,assimilation_cd,cable_tv_ind,child_age_0to2_present,child_age_3to5_present,child_age_6to10_present,child_age_11to15_present,child_age_16to17_present,card_holder,gas_department_retail_card_holder,travel_entertainment_card_holder,premium_card_holder,dwelling_type_cd,first_individual_age_range_cd,first_individual_education_cd,first_individual_gender_cd,first_individual_occ_cd,home_assessed_value_num,home_equity_available_cd,home_market_value_cd,home_owner_ind,own_rent,household_size_cd,international_travel_ind,investing_grouping_ind,length_of_residence_cd,likely_investors_ind,marital_status,net_worth_cd,number_of_adults,number_of_children,personal_investments_ind,children_present,running_exercise_ind,satellite_dish_tv_ind,second_individual_age_range_cd,second_individual_education_cd,second_individual_gender_cd,stocks_bonds_investment_ind,vacation_travel_rv_ind,vacation_travel_us_ind
jxLaJNX,Beth Paige,8995,qallewell2a@chron.com,1.89,0.76,Northwest Territories,Glenn,Beth Paige,Beth Paige,Female,10/18/2017,1.89,0.76,Northwest Territories,jxLaJNX,,8995,qallewell2a@chron.com,1.89,0.76,Northwest Territories,jxLaJNX,8995,qallewell2a@chron.com,1.89,0.76,Northwest Territories,jxLaJNX,8995,qallewell2a@chron.com,1.89,0.76,Northwest Territories,jxLaJNX,8995,qallewell2a@chron.com,1.89,0.76,Northwest Territories,jxLaJNX,8995,qallewell2a@chron.com,1.89,0.76,Northwest Territories,jxLaJNX,8995,qallewell2a@chron.com,1.89,0.76,Northwest Territories,jxLaJNX,8995,qallewell2a@chron.com,1.89,0.76,Northwest Territories,jxLaJNX,8995,qallewell2a@chron.com,1.89,0.76,Northwest Territories,jxLaJNX,8995,qallewell2a@chron.com,1.89,0.76,Northwest Territories,jxLaJNX,8995,qallewell2a@chron.com,1.89,F,XPad44,LZqu19,AZbf03
kOWSNhB,Sylvia Foulston,9126,tbasso2b@apache.org,62.05,3.99,Northwest Territories,Pauline,Sylvia Foulston,Sylvia Foulston,Female,03-02-18,62.05,3.99,Northwest Territories,kOWSNhB,,9126,tbasso2b@apache.org,62.05,3.99,Northwest Territories,kOWSNhB,9126,tbasso2b@apache.org,62.05,3.99,Northwest Territories,kOWSNhB,9126,tbasso2b@apache.org,62.05,3.99,Northwest Territories,kOWSNhB,9126,tbasso2b@apache.org,62.05,3.99,Northwest Territories,kOWSNhB,9126,tbasso2b@apache.org,62.05,3.99,Northwest Territories,kOWSNhB,9126,tbasso2b@apache.org,62.05,3.99,Northwest Territories,kOWSNhB,9126,tbasso2b@apache.org,62.05,3.99,Northwest Territories,kOWSNhB,9126,tbasso2b@apache.org,62.05,3.99,Northwest Territories,kOWSNhB,9126,tbasso2b@apache.org,62.05,3.99,Northwest Territories,kOWSNhB,9126,tbasso2b@apache.org,62.05,M,LUas51,POwn86,KJvr34
tDDznRQ,Bryan Davis,9127,acarneck2c@people.com.cn,279.48,35,Northwest Territories,Curtis,Bryan Davis,Bryan Davis,Female,3/20/2018,279.48,35,Northwest Territories,tDDznRQ,,9127,acarneck2c@people.com.cn,279.48,35,Northwest Territories,tDDznRQ,9127,acarneck2c@people.com.cn,279.48,35,Northwest Territories,tDDznRQ,9127,acarneck2c@people.com.cn,279.48,35,Northwest Territories,tDDznRQ,9127,acarneck2c@people.com.cn,279.48,35,Northwest Territories,tDDznRQ,9127,acarneck2c@people.com.cn,279.48,35,Northwest Territories,tDDznRQ,9127,acarneck2c@people.com.cn,279.48,35,Northwest Territories,tDDznRQ,9127,acarneck2c@people.com.cn,279.48,35,Northwest Territories,tDDznRQ,9127,acarneck2c@people.com.cn,279.48,35,Northwest Territories,tDDznRQ,9127,acarneck2c@people.com.cn,279.48,35,Northwest Territories,tDDznRQ,9127,acarneck2c@people.com.cn,279.48,M,NKug79,SGyf51,GUqs29
UqBYZPr,Joy Bell,9509,pgrelka2d@netlog.com,320.98,58.95,Northwest Territories,Joe,Joy Bell,Joy Bell,Male,06-04-18,320.98,58.95,Northwest Territories,UqBYZPr,,9509,pgrelka2d@netlog.com,320.98,58.95,Northwest Territories,UqBYZPr,9509,pgrelka2d@netlog.com,320.98,58.95,Northwest Territories,UqBYZPr,9509,pgrelka2d@netlog.com,320.98,58.95,Northwest Territories,UqBYZPr,9509,pgrelka2d@netlog.com,320.98,58.95,Northwest Territories,UqBYZPr,9509,pgrelka2d@netlog.com,320.98,58.95,Northwest Territories,UqBYZPr,9509,pgrelka2d@netlog.com,320.98,58.95,Northwest Territories,UqBYZPr,9509,pgrelka2d@netlog.com,320.98,58.95,Northwest Territories,UqBYZPr,9509,pgrelka2d@netlog.com,320.98,58.95,Northwest Territories,UqBYZPr,9509,pgrelka2d@netlog.com,320.98,58.95,Northwest Territories,UqBYZPr,9509,pgrelka2d@netlog.com,320.98,F,RPnx15,NKvq47,YMru35
LtlOFNH,Joy Bell,9509,scarnelley2e@yandex.ru,18.97,5.21,Northwest Territories,Ricardo,Joy Bell,Joy Bell,Male,12-11-17,18.97,5.21,Northwest Territories,LtlOFNH,,9509,scarnelley2e@yandex.ru,18.97,5.21,Northwest Territories,LtlOFNH,9509,scarnelley2e@yandex.ru,18.97,5.21,Northwest Territories,LtlOFNH,9509,scarnelley2e@yandex.ru,18.97,5.21,Northwest Territories,LtlOFNH,9509,scarnelley2e@yandex.ru,18.97,5.21,Northwest Territories,LtlOFNH,9509,scarnelley2e@yandex.ru,18.97,5.21,Northwest Territories,LtlOFNH,9509,scarnelley2e@yandex.ru,18.97,5.21,Northwest Territories,LtlOFNH,9509,scarnelley2e@yandex.ru,18.97,5.21,Northwest Territories,LtlOFNH,9509,scarnelley2e@yandex.ru,18.97,5.21,Northwest Territories,LtlOFNH,9509,scarnelley2e@yandex.ru,18.97,5.21,Northwest Territories,LtlOFNH,9509,scarnelley2e@yandex.ru,18.97,F,AQgs18,IZnu20,DUab93
WOAHWMF,Joy Bell,9509,lcubin2f@sun.com,48.91,5.81,Northwest Territories,Steve,Joy Bell,Joy Bell,Male,2/22/2018,48.91,5.81,Northwest Territories,WOAHWMF,,9509,lcubin2f@sun.com,48.91,5.81,Northwest Territories,WOAHWMF,9509,lcubin2f@sun.com,48.91,5.81,Northwest Territories,WOAHWMF,9509,lcubin2f@sun.com,48.91,5.81,Northwest Territories,WOAHWMF,9509,lcubin2f@sun.com,48.91,5.81,Northwest Territories,WOAHWMF,9509,lcubin2f@sun.com,48.91,5.81,Northwest Territories,WOAHWMF,9509,lcubin2f@sun.com,48.91,5.81,Northwest Territories,WOAHWMF,9509,lcubin2f@sun.com,48.91,5.81,Northwest Territories,WOAHWMF,9509,lcubin2f@sun.com,48.91,5.81,Northwest Territories,WOAHWMF,9509,lcubin2f@sun.com,48.91,5.81,Northwest Territories,WOAHWMF,9509,lcubin2f@sun.com,48.91,M,OUec66,OAmw99,HSvx80
MtqZPow,Alan Barnes,9763,godonohue2g@wunderground.com,4.13,0.5,Northwest Territories,Leah,Alan Barnes,Alan Barnes,Male,08-03-18,4.13,0.5,Northwest Territories,MtqZPow,,9763,godonohue2g@wunderground.com,4.13,0.5,Northwest Territories,MtqZPow,9763,godonohue2g@wunderground.com,4.13,0.5,Northwest Territories,MtqZPow,9763,godonohue2g@wunderground.com,4.13,0.5,Northwest Territories,MtqZPow,9763,godonohue2g@wunderground.com,4.13,0.5,Northwest Territories,MtqZPow,9763,godonohue2g@wunderground.com,4.13,0.5,Northwest Territories,MtqZPow,9763,godonohue2g@wunderground.com,4.13,0.5,Northwest Territories,MtqZPow,9763,godonohue2g@wunderground.com,4.13,0.5,Northwest Territories,MtqZPow,9763,godonohue2g@wunderground.com,4.13,0.5,Northwest Territories,MtqZPow,9763,godonohue2g@wunderground.com,4.13,0.5,Northwest Territories,MtqZPow,9763,godonohue2g@wunderground.com,4.13,F,FRgq19,VJaj55,OPwz10
SppBuFU,Grant Carroll,9927,cpymer2h@ezinearticles.com,140.98,53.48,Northwest Territories,Kathryn,Grant Carroll,Grant Carroll,Male,6/14/2018,140.98,53.48,Northwest Territories,SppBuFU,,9927,cpymer2h@ezinearticles.com,140.98,53.48,Northwest Territories,SppBuFU,9927,cpymer2h@ezinearticles.com,140.98,53.48,Northwest Territories,SppBuFU,9927,cpymer2h@ezinearticles.com,140.98,53.48,Northwest Territories,SppBuFU,9927,cpymer2h@ezinearticles.com,140.98,53.48,Northwest Territories,SppBuFU,9927,cpymer2h@ezinearticles.com,140.98,53.48,Northwest Territories,SppBuFU,9927,cpymer2h@ezinearticles.com,140.98,53.48,Northwest Territories,SppBuFU,9927,cpymer2h@ezinearticles.com,140.98,53.48,Northwest Territories,SppBuFU,9927,cpymer2h@ezinearticles.com,140.98,53.48,Northwest Territories,SppBuFU,9927,cpymer2h@ezinearticles.com,140.98,53.48,Northwest Territories,SppBuFU,9927,cpymer2h@ezinearticles.com,140.98,F,HZyp73,OLju83,JMae95
auGvGbK,Grant Carroll,9927,mraubenheimer2i@unblog.fr,218.08,18.06,Northwest Territories,Curtis,Grant Carroll,Grant Carroll,Male,02-02-18,218.08,18.06,Northwest Territories,auGvGbK,,9927,mraubenheimer2i@unblog.fr,218.08,18.06,Northwest Territories,auGvGbK,9927,mraubenheimer2i@unblog.fr,218.08,18.06,Northwest Territories,auGvGbK,9927,mraubenheimer2i@unblog.fr,218.08,18.06,Northwest Territories,auGvGbK,9927,mraubenheimer2i@unblog.fr,218.08,18.06,Northwest Territories,auGvGbK,9927,mraubenheimer2i@unblog.fr,218.08,18.06,Northwest Territories,auGvGbK,9927,mraubenheimer2i@unblog.fr,218.08,18.06,Northwest Territories,auGvGbK,9927,mraubenheimer2i@unblog.fr,218.08,18.06,Northwest Territories,auGvGbK,9927,mraubenheimer2i@unblog.fr,218.08,18.06,Northwest Territories,auGvGbK,9927,mraubenheimer2i@unblog.fr,218.08,18.06,Northwest Territories,auGvGbK,9927,mraubenheimer2i@unblog.fr,218.08,F,PFkq36,ZXnc11,BRof28
bVJalUW,Grant Carroll,9927,pbellchamber2j@geocities.jp,50.98,6.5,Northwest Territories,Christine,Grant Carroll,Grant Carroll,Male,3/24/2018,50.98,6.5,Northwest Territories,bVJalUW,,9927,pbellchamber2j@geocities.jp,50.98,6.5,Northwest Territories,bVJalUW,9927,pbellchamber2j@geocities.jp,50.98,6.5,Northwest Territories,bVJalUW,9927,pbellchamber2j@geocities.jp,50.98,6.5,Northwest Territories,bVJalUW,9927,pbellchamber2j@geocities.jp,50.98,6.5,Northwest Territories,bVJalUW,9927,pbellchamber2j@geocities.jp,50.98,6.5,Northwest Territories,bVJalUW,9927,pbellchamber2j@geocities.jp,50.98,6.5,Northwest Territories,bVJalUW,9927,pbellchamber2j@geocities.jp,50.98,6.5,Northwest Territories,bVJalUW,9927,pbellchamber2j@geocities.jp,50.98,6.5,Northwest Territories,bVJalUW,9927,pbellchamber2j@geocities.jp,50.98,6.5,Northwest Territories,bVJalUW,9927,pbellchamber2j@geocities.jp,50.98,F,UWvg18,LWpk08,IFma46
yQdzTwX,Delfina Latchford,10022,zsouthouse2k@google.cn,10.14,2.27,Northwest Territories,Stella,Delfina Latchford,Delfina Latchford,Female,08-12-18,10.14,2.27,Northwest Territories,yQdzTwX,,10022,zsouthouse2k@google.cn,10.14,2.27,Northwest Territories,yQdzTwX,10022,zsouthouse2k@google.cn,10.14,2.27,Northwest Territories,yQdzTwX,10022,zsouthouse2k@google.cn,10.14,2.27,Northwest Territories,yQdzTwX,10022,zsouthouse2k@google.cn,10.14,2.27,Northwest Territories,yQdzTwX,10022,zsouthouse2k@google.cn,10.14,2.27,Northwest Territories,yQdzTwX,10022,zsouthouse2k@google.cn,10.14,2.27,Northwest Territories,yQdzTwX,10022,zsouthouse2k@google.cn,10.14,2.27,Northwest Territories,yQdzTwX,10022,zsouthouse2k@google.cn,10.14,2.27,Northwest Territories,yQdzTwX,10022,zsouthouse2k@google.cn,10.14,2.27,Northwest Territories,yQdzTwX,10022,zsouthouse2k@google.cn,10.14,F,VOgi93,AKxm39,ROjz07
fZFfrFU,Don Jones,10437,ajesse2l@ftc.gov,15.99,13.18,Northwest Territories,Madge,Don Jones,Don Jones,Male,8/13/2018,15.99,13.18,Northwest Territories,fZFfrFU,,10437,ajesse2l@ftc.gov,15.99,13.18,Northwest Territories,fZFfrFU,10437,ajesse2l@ftc.gov,15.99,13.18,Northwest Territories,fZFfrFU,10437,ajesse2l@ftc.gov,15.99,13.18,Northwest Territories,fZFfrFU,10437,ajesse2l@ftc.gov,15.99,13.18,Northwest Territories,fZFfrFU,10437,ajesse2l@ftc.gov,15.99,13.18,Northwest Territories,fZFfrFU,10437,ajesse2l@ftc.gov,15.99,13.18,Northwest Territories,fZFfrFU,10437,ajesse2l@ftc.gov,15.99,13.18,Northwest Territories,fZFfrFU,10437,ajesse2l@ftc.gov,15.99,13.18,Northwest Territories,fZFfrFU,10437,ajesse2l@ftc.gov,15.99,13.18,Northwest Territories,fZFfrFU,10437,ajesse2l@ftc.gov,15.99,M,SAfp42,HDtb20,VMia41
vAUTPaw,Doug Bickford,10499,fiddon2m@icio.us,262.11,62.74,Northwest Territories,Max,Doug Bickford,Doug Bickford,Female,3/29/2018,262.11,62.74,Northwest Territories,vAUTPaw,,10499,fiddon2m@icio.us,262.11,62.74,Northwest Territories,vAUTPaw,10499,fiddon2m@icio.us,262.11,62.74,Northwest Territories,vAUTPaw,10499,fiddon2m@icio.us,262.11,62.74,Northwest Territories,vAUTPaw,10499,fiddon2m@icio.us,262.11,62.74,Northwest Territories,vAUTPaw,10499,fiddon2m@icio.us,262.11,62.74,Northwest Territories,vAUTPaw,10499,fiddon2m@icio.us,262.11,62.74,Northwest Territories,vAUTPaw,10499,fiddon2m@icio.us,262.11,62.74,Northwest Territories,vAUTPaw,10499,fiddon2m@icio.us,262.11,62.74,Northwest Territories,vAUTPaw,10499,fiddon2m@icio.us,262.11,62.74,Northwest Territories,vAUTPaw,10499,fiddon2m@icio.us,262.11,F,ZEgl14,RLtb92,ASzm72
xxHahLY,Doug Bickford,10535,kandrews2n@narod.ru,33.98,19.99,Northwest Territories,Roxie,Doug Bickford,Doug Bickford,Female,10/13/2017,33.98,19.99,Northwest Territories,xxHahLY,,10535,kandrews2n@narod.ru,33.98,19.99,Northwest Territories,xxHahLY,10535,kandrews2n@narod.ru,33.98,19.99,Northwest Territories,xxHahLY,10535,kandrews2n@narod.ru,33.98,19.99,Northwest Territories,xxHahLY,10535,kandrews2n@narod.ru,33.98,19.99,Northwest Territories,xxHahLY,10535,kandrews2n@narod.ru,33.98,19.99,Northwest Territories,xxHahLY,10535,kandrews2n@narod.ru,33.98,19.99,Northwest Territories,xxHahLY,10535,kandrews2n@narod.ru,33.98,19.99,Northwest Territories,xxHahLY,10535,kandrews2n@narod.ru,33.98,19.99,Northwest Territories,xxHahLY,10535,kandrews2n@narod.ru,33.98,19.99,Northwest Territories,xxHahLY,10535,kandrews2n@narod.ru,33.98,F,ZUaw08,VRqp12,BUyn94
XagsJyy,Doug Bickford,10535,hspelwood2o@opera.com,1.76,0.7,Northwest Territories,Bettie,Doug Bickford,Doug Bickford,Female,9/25/2017,1.76,0.7,Northwest Territories,XagsJyy,,10535,hspelwood2o@opera.com,1.76,0.7,Northwest Territories,XagsJyy,10535,hspelwood2o@opera.com,1.76,0.7,Northwest Territories,XagsJyy,10535,hspelwood2o@opera.com,1.76,0.7,Northwest Territories,XagsJyy,10535,hspelwood2o@opera.com,1.76,0.7,Northwest Territories,XagsJyy,10535,hspelwood2o@opera.com,1.76,0.7,Northwest Territories,XagsJyy,10535,hspelwood2o@opera.com,1.76,0.7,Northwest Territories,XagsJyy,10535,hspelwood2o@opera.com,1.76,0.7,Northwest Territories,XagsJyy,10535,hspelwood2o@opera.com,1.76,0.7,Northwest Territories,XagsJyy,10535,hspelwood2o@opera.com,1.76,0.7,Northwest Territories,XagsJyy,10535,hspelwood2o@opera.com,1.76,M,GHzs26,QWbd27,VYyi84
CpZwSPJ,Jamie Kunitz,10789,uwhyman2p@issuu.com,19.84,4.1,Northwest Territories,Francis,Jamie Kunitz,Jamie Kunitz,Male,12-10-17,19.84,4.1,Northwest Territories,CpZwSPJ,,10789,uwhyman2p@issuu.com,19.84,4.1,Northwest Territories,CpZwSPJ,10789,uwhyman2p@issuu.com,19.84,4.1,Northwest Territories,CpZwSPJ,10789,uwhyman2p@issuu.com,19.84,4.1,Northwest Territories,CpZwSPJ,10789,uwhyman2p@issuu.com,19.84,4.1,Northwest Territories,CpZwSPJ,10789,uwhyman2p@issuu.com,19.84,4.1,Northwest Territories,CpZwSPJ,10789,uwhyman2p@issuu.com,19.84,4.1,Northwest Territories,CpZwSPJ,10789,uwhyman2p@issuu.com,19.84,4.1,Northwest Territories,CpZwSPJ,10789,uwhyman2p@issuu.com,19.84,4.1,Northwest Territories,CpZwSPJ,10789,uwhyman2p@issuu.com,19.84,4.1,Northwest Territories,CpZwSPJ,10789,uwhyman2p@issuu.com,19.84,M,AVlx35,YLvd44,JRei61
ZuGpmyY,Anthony Johnson,10791,blanfere2q@mayoclinic.com,19.98,5.77,Northwest Territories,Hilda,Anthony Johnson,Anthony Johnson,Male,2/15/2018,19.98,5.77,Northwest Territories,ZuGpmyY,,10791,blanfere2q@mayoclinic.com,19.98,5.77,Northwest Territories,ZuGpmyY,10791,blanfere2q@mayoclinic.com,19.98,5.77,Northwest Territories,ZuGpmyY,10791,blanfere2q@mayoclinic.com,19.98,5.77,Northwest Territories,ZuGpmyY,10791,blanfere2q@mayoclinic.com,19.98,5.77,Northwest Territories,ZuGpmyY,10791,blanfere2q@mayoclinic.com,19.98,5.77,Northwest Territories,ZuGpmyY,10791,blanfere2q@mayoclinic.com,19.98,5.77,Northwest Territories,ZuGpmyY,10791,blanfere2q@mayoclinic.com,19.98,5.77,Northwest Territories,ZuGpmyY,10791,blanfere2q@mayoclinic.com,19.98,5.77,Northwest Territories,ZuGpmyY,10791,blanfere2q@mayoclinic.com,19.98,5.77,Northwest Territories,ZuGpmyY,10791,blanfere2q@mayoclinic.com,19.98,F,FInb60,MYbo64,HIhp46
MQBjxfz,Ralph Knight,10945,edenziloe2r@oaic.gov.au,95.99,8.99,Northwest Territories,Jesse,Ralph Knight,Ralph Knight,Male,10/13/2017,95.99,8.99,Northwest Territories,MQBjxfz,,10945,edenziloe2r@oaic.gov.au,95.99,8.99,Northwest Territories,MQBjxfz,10945,edenziloe2r@oaic.gov.au,95.99,8.99,Northwest Territories,MQBjxfz,10945,edenziloe2r@oaic.gov.au,95.99,8.99,Northwest Territories,MQBjxfz,10945,edenziloe2r@oaic.gov.au,95.99,8.99,Northwest Territories,MQBjxfz,10945,edenziloe2r@oaic.gov.au,95.99,8.99,Northwest Territories,MQBjxfz,10945,edenziloe2r@oaic.gov.au,95.99,8.99,Northwest Territories,MQBjxfz,10945,edenziloe2r@oaic.gov.au,95.99,8.99,Northwest Territories,MQBjxfz,10945,edenziloe2r@oaic.gov.au,95.99,8.99,Northwest Territories,MQBjxfz,10945,edenziloe2r@oaic.gov.au,95.99,8.99,Northwest Territories,MQBjxfz,10945,edenziloe2r@oaic.gov.au,95.99,M,MTis97,HAmv37,AGqj60
